district,rera_id,project_name,promoter_name,location_pin_code,location_lat_long,project_status,proposed_date_of_completion,revised_proposed_date_of_completion,extended_date_of_completion,project_type,project_area_(sqmts),recreational_open_space,sanctioned_fsi,date_last_modified,cases_count,complaints_count,number_of_appartments,number_of_booked_appartments,number_of_plots,area_of_plot(in_sqmts),number_of_plots_booked_/_alloted_/_sold,number_of_basements,number_of_plinth,number_of_podiums,number_of_sanctioned_floors,number_of_stilts,total_no__of_open_parking_as_per_sanctioned_plan_(4-wheeler+2-wheeler),number_of_closed_parking
Nagpur,P50500025528,AMBIKA NAGRI,LISHA YOGESH GANGWANI,441110,,New Project,10/30/2024,,,Plots,9758.85,1834.15,16349.85,06/06/2020,,,,,11.0,1368.72,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500024678,KRISHNA HEIGHTS,SHRI SANT LAHANUJI DEVELOPERS,440002,,New Project,09/30/2024,,,Residential,556.81,0.0,1113.62,02/23/2020,,,19.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0
Nagpur,P50500024842,AVANTI NAGRI,D P REAL ESTATE,441501,,New Project,02/24/2025,,,Plots,22500.0,2195.61,19684.21,02/18/2023,,,,,6.0,1517.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025013,Green City 4,GREEN SPACE INFRA VENTURES,441108,"('21.055972012141567','79.087456867706280')",New Project,09/30/2024,,,Residential,7924.72,795.06,11226.73,01/24/2023,,,195.0,70.0,0.0,0.0,0.0,0.0,3.0,0.0,18.0,2.0,40.0,2.0
Nagpur,P50500025653,SUNRISE INDUSTRIAL ESTATE,JAYSHREE SUNIL THAKKAR,440023,"('21.135925643515790','78.935659066009530')",New Project,09/01/2025,,,Plots,18780.0,1878.32,18780.0,03/16/2020,,,,,3.0,1832.1999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025393,OLWICK DEVELOPER,RAJRATAN HARISHCHANDRA FULE,441110,,New Project,03/30/2024,,,Plots,15133.16,0.0,0.0,03/24/2020,,,,,23.0,1088.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025724,PRACHATI,Anand Kewalramji Churad,441108,,New Project,06/30/2023,,,Plots,16171.42,2959.69,0.0,03/07/2024,,,,,23.0,1591.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025404,ASCENT,Orange And Cotton Buildcon,441108,,New Project,06/30/2023,,,Plots,7674.27,1435.77,7674.27,03/05/2020,,,,,10.0,755.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025134,"LEVERAGE GREENWOODS - HARMONY, WING - A",Leverage Spaces LLP,440034,"('21.718700000000000','79.655800000000000')",New Project,03/30/2025,,,Residential,7483.22,748.49,10297.68,08/08/2023,,,40.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,78.0,48.0
Nagpur,P50500025075,SHANKARRAO GANPATRAO PATIL AND COMPANT,SHANKARRAO GANPATRAO PATIL AND COMPANY,441001,,New Project,03/30/2024,,,Plots,7295.89,1230.03,0.0,03/11/2020,,,,,3.0,1983.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025146,ATHARVA,NANIK ADISUN INFRA,440022,,New Project,09/30/2020,,,Residential,510.0,0.0,918.0,03/12/2020,,,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,2.0,8.0
Nagpur,P50500025106,SAI RESIDENCY-1,POTENTIAL DEVELOPERS,441108,,New Project,03/30/2025,,,Residential,1900.0,190.0,2394.0,03/18/2020,,,20.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0
Nagpur,P50500025022,MAHALAXMI RESIDENCY,MAHALAXMI CONSTRUCTION,440034,,New Project,03/30/2031,,,Residential,456.76,0.0,593.79,03/08/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500025208,SAINAGARI,PRAFULLA CHANDRAKANT ITKELWAR,440035,,New Project,11/28/2023,,,Plots,28103.0,2773.0,13957.0,04/08/2023,,,,,13.0,2591.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025236,I.T.Colony - 1,LISHA YOGESH GANGWANI,441110,,New Project,04/30/2025,,,Plots,13586.17,2530.99,13586.17,03/13/2020,,,,,14.0,1761.35,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026557,SIDDHESH NAGAR - 2,METRO REALITIES & INFRAVENTURES PVT LTD,441203,,New Project,10/30/2024,,,Plots,26017.85,4997.26,26017.85,03/21/2020,,,,,30.0,2884.15,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025329,MAHALAXMI NAGAR - 11,SATYANARAYAN CHHOTELAL AGRAWAL,441114,"('21.004263365753435','79.042413295861800')",New Project,12/23/2023,,,Plots,21163.0,2870.0,0.0,02/02/2023,,,,,22.0,4314.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026005,Anant Residency,Ajay Anantrao Bhure,440032,,New Project,10/01/2026,,,Plots,16400.0,1640.0,1.8,01/19/2024,,,,,66.0,8068.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025611,Shree Hariom Residency,SHREE HARIOM RESIDENCY,440027,,New Project,09/30/2023,,,Others,360.38,0.0,454.62,03/21/2020,,,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500025241,SARASWATI NAGARI - 2,S.S.S ASSOCIATES,441111,,New Project,03/30/2026,,,Plots,29900.0,2926.0,26306.0,03/19/2020,,,,,16.0,2858.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027882,PMAY 16 EWS And LIG Housing Scheme Sontakke Heights,Deoratna Infrastructure Pvt limited,440034,,New Project,09/13/2025,,,Residential,1286.61,0.0,3189.36,10/20/2023,,,56.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,1.0,23.0
Nagpur,P50500025407,909 ASHTAVINAYAK,A. A. CONSTRUCTIONS,440010,,New Project,04/01/2024,,,Residential,859.32,0.0,1786.3,11/03/2021,,,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,11.0,1.0,0.0,1.0
Nagpur,P50500026096,RAJHARSH NAGAR,HARSHADA YUVRAJ BOKE,441103,,New Project,02/12/2023,,,Plots,16200.0,1624.15,8494.7,04/08/2023,,,,,3.0,1718.06,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025295,NIRVANA NAGARI-I,NIRVANA INFRA CREATION PROJECTS PRIVATE LIMITED,441110,,New Project,03/30/2021,,03/30/2026,Plots,11700.0,6218.16,0.0,06/11/2022,,,,,7.0,2457.08,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025773,SURESH APARTMENTS,M/S. A. B. BUILDERS,440024,,New Project,02/28/2023,,,Others,293.91,0.0,396.26,02/17/2022,,,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0
Nagpur,P50500025598,LHS,GOLDBRICKS INFRASTRUCTURE PVT LTD,440018,"('21.138337367048578','79.101033832710260')",New Project,06/30/2023,,,Commercial,574.8,0.0,1106.73,08/11/2023,,,16.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,14.0,0.0
Nagpur,P50500025370,GAJRAJ ARCADE,D T RATHI & CO.,440002,,New Project,12/30/2022,,,Others,529.1,0.0,996.37,12/30/2022,,,22.0,10.0,0.0,0.0,0.0,1.0,1.0,0.0,7.0,0.0,0.0,55.0
Nagpur,P50500025959,GLOCAL SQUARE 3 RD FLOOR,GOEL GANGA INFRASTRUCTURE AND REAL ESTATE PVT LTD,440012,"('21.718700000000000','79.655800000000000')",New Project,06/30/2026,,,Commercial,4620.0,462.0,4463.28,01/15/2024,11.0,,275.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,72.0
Nagpur,P50500025408,SHREE SIDDHESHWAR INFRAVENTURES PRIVATE LIMITED,SHREE SIDDHESHWAR INFRAVENTURES PVT LTD,441108,,New Project,11/30/2022,,11/30/2023,Plots,11165.73,1116.57,0.0,04/14/2023,,,,,11.0,1082.0500000000002,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025423,NANIK ASHTAVINAYAK BHAKTI PHASE III,NANIK ENTERPRISES,440013,,New Project,09/30/2020,,,Residential,1372.18,0.0,2922.66,05/22/2020,,,42.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0
Nagpur,P50500025461,MAHALAXMI NAGAR 11,MAHALAXMI REALITIES,441122,"('21.718700000000000','79.655800000000000')",New Project,11/30/2023,,,Plots,9804.0,1342.0,0.0,02/02/2023,,,,,12.0,2323.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026585,SWAMI PRIDE,SWAMI SAMARTH KRUPA INFRASTRUCTURE PRIVATE LIMITED,440007,"('21.174883000000000','79.040117000000000')",New Project,11/30/2026,,,Residential,836.12,0.0,2068.06,01/20/2024,,,25.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,17.0,13.0
Nagpur,P50500025462,MAHALAXMI NAGAR 12,MAHALAXMI BUILDCON,441122,,New Project,11/30/2023,,,Plots,9485.0,1541.0,0.0,08/03/2021,,,,,12.0,2061.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025457,MAHALAXMI NAGAR 13,MAHALAXMI REALITIES,440037,,New Project,11/30/2023,,,Plots,6640.0,1129.0,0.0,02/02/2023,,,,,10.0,1923.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025466,AARAMBH,SHANKAR VITTHALRAO THAKRE,440027,,New Project,11/30/2024,,,Plots,15800.0,1526.77,9905.78,05/26/2020,,,,,9.0,1117.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025481,GAJANAN NAGAR THORANE LAYOUT,VANITA THORANE & SNEHA THORANE,441502,,New Project,09/30/2022,,,Plots,23200.0,2347.3,0.0,05/30/2020,,,,,70.0,10894.11,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025491,Krishna Nagari,Mahendra Manohar Sarda,441122,"('21.020278000000000','79.023796000000000')",New Project,11/30/2025,,,Plots,13200.0,1318.25,1.0,11/03/2022,,,,,23.0,2220.97,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025654,Shree Krishna Vihar - Phase I,Sai Associates,441123,,New Project,06/30/2028,,,Plots,9158.58,0.0,16187.0,12/24/2023,,,,,11.0,1986.47,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025835,SHAKUNTALA PARK,PRIME PROPERTIES,441110,"('21.718700000000000','79.655800000000000')",New Project,12/30/2025,,,Plots,5882.0,1130.73,5882.0,07/11/2020,,,,,9.0,517.77,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025728,Devikar Land Developer,Devikar Land Developer,441108,,New Project,09/30/2022,,,Plots,4349.0,1864.0,6400.0,06/13/2022,,,,,21.0,4349.85,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025634,SAKET APARTMENTS,SANSKRUTI INFRA,440003,,New Project,06/30/2024,,,Residential,545.84,0.0,929.38,09/27/2021,,,15.0,11.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0,3.0,0.0
Nagpur,P50500025822,MAULI APARTMENT,Shri Swami Samarth Developers,441122,,New Project,06/23/2024,,,Residential,460.0,0.0,720.88,03/07/2024,,,21.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0
Nagpur,P50500025689,OZEN ACME,GIRDHAR HOTCHAND KODWANI,441108,,New Project,12/30/2025,,,Plots,6784.5,1327.65,0.0,06/25/2020,,,,,47.0,6784.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025708,FB KURIL TOWER,RAMSEVAK PANCHAM KAITHAL,441102,"('21.718700000000000','79.655800000000000')",New Project,06/30/2024,,,Commercial,1000.0,0.0,675.41,06/30/2020,,,24.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,54.0,0.0,0.0
Nagpur,P50500025729,ANGEL REGENCY,ANGEL DWELLERS INFRATECH PRIVATE LIMITED,440023,,New Project,12/30/2023,,,Residential,658.44,0.0,855.79,02/07/2024,,,18.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,14.0
Nagpur,P50500025707,PRABHA CITY LOTUS-3,RUPALI PRAMOD GHARDE,440030,,New Project,06/30/2023,,,Residential,1125.06,0.0,1538.5,02/08/2022,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,17.0
Nagpur,P50500025710,DWARKA NAGARI,GAJANAN D CHINCHULKAR,440001,,New Project,06/30/2022,,,Plots,8100.0,811.0,8086.0,06/30/2020,,,,,5.0,729.28,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026256,MAHADEV GALAXY,MAHADEV MARKEING COMPANY,440008,"('21.153644000000000','79.127486000000000')",New Project,09/30/2024,,,Residential,1845.93,0.0,4231.0,02/14/2024,,,61.0,38.0,0.0,0.0,0.0,1.0,464.0,116.0,4231.0,8.0,710.0,8.0
Nagpur,P50500025740,SHIVAM EMPIRE 2,SHRINATH DEVELOPERS AND BUILDERS,441108,,New Project,06/30/2023,,,Plots,4968.63,810.36,0.0,09/21/2022,,,,,3.0,472.20000000000005,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026206,Metrocity 1,Metrocity Projects,441108,,On-Going Project,12/31/2020,12/31/2020,06/30/2022,Plots,16187.0,1620.32,14505.54,02/17/2021,,,,,59.0,8456.3,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027456,Metrocity-3,Metrocity Projects,440010,,New Project,02/28/2021,,08/28/2022,Plots,32897.0,3343.0,18865.0,05/04/2021,,,,,39.0,4821.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025739,USHA DEEPAK THOOL,USHA DEEPAK THOOL,440022,,New Project,09/30/2023,,,Plots,9900.0,1862.65,6507.91,07/03/2020,,,,,4.0,1274.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026021,Sai Villa 5,Earth Infra Venture,440015,"('21.718700000000000','79.655800000000000')",New Project,01/01/2023,,,Residential,1395.0,348.75,1307.81,12/17/2022,,,76.0,8.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,19.0,0.0
Nagpur,P50500026189,Devki Heights-B,HEMANT BALIRAM MADNE,440013,"('21.174054797522070','79.024285057470700')",New Project,06/30/2023,,,Residential,509.21,0.0,661.46,04/18/2023,,,14.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500025796,DWARKA EMPIRE,ASSOCIATE,441108,"('21.065634265908354','79.081812635231030')",New Project,06/30/2023,,06/29/2024,Plots,53495.0,8625.0,0.0,03/04/2024,,,,,66.0,10500.89,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025861,HM ENCLAVE,HM Infra,440017,,New Project,06/30/2024,,,Residential,600.0,0.0,965.56,09/01/2023,,,20.0,20.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,8.0,12.0
Nagpur,P50500025838,AMRAPALI PHASE-II,JARRY PROFITS,440026,,New Project,12/30/2023,,,Residential,627.0,0.0,813.8,11/20/2023,,,,,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0
Nagpur,P50500026012,MS COLONY GREENS,MS TAJ REAL ESTATE AND LAND DEVELOPERS,440026,,New Project,06/30/2025,,,Plots,8100.0,811.1,6549.26,08/05/2020,,,,,5.0,857.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025924,46 WEST AVENUE,UNIVERSAL HOUSE PVT. LTD.,440010,,New Project,12/30/2023,,,Residential,836.19,836.19,1770.12,01/19/2024,,,16.0,16.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,0.0,16.0
Nagpur,P50500025827,DEV NAGARI,DEVENDRA PRAKASH DESHMUKH,440034,,New Project,06/30/2026,,,Plots,18661.0,18661.0,16794.0,10/17/2023,,,,,14.0,1311.8600000000001,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026092,Aspen,Luxora Infrastructure Private Limited,440034,,New Project,03/30/2024,,,Residential,3233.91,0.0,5324.62,03/21/2024,,,93.0,89.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,0.0
Nagpur,P50500025865,RACHANA ANANDVAN,Rachana Developers,441110,"('21.092029052733768','78.969793577246070')",New Project,03/31/2021,,,Plots,12325.0,1232.5,4399.29,07/20/2020,,,,,6.0,494.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025920,RIDHI SIDHI PART-1,SHREE RIDHI SIDHI BUILDERS & LAND DEVELOPERS,441001,"('21.200999000000000','79.169245600000000')",New Project,06/30/2024,,,Plots,11500.0,1151.18,11382.93,07/23/2020,,,,,7.0,769.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025874,ANJANEYA NAGAR,Shri Anjaneya Developers Pvt. Ltd.,441122,"('21.718700000000000','79.655800000000000')",New Project,06/30/2026,,,Plots,25370.21,2537.44,0.0,09/17/2022,,,,,18.0,1475.83,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025867,AMBIKA LAYOUT,AMBIKA LAYOUT,440034,,New Project,06/30/2023,,,Plots,8900.0,892.0,8900.0,07/20/2020,,,,,3.0,1191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026118,Birch,Luxora Infrastructure Private Limited,440034,,New Project,03/30/2024,,12/31/2026,Residential,3143.36,0.0,5324.62,03/21/2024,,,93.0,30.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,9.0
Nagpur,P50500026294,Dipendra Ramtekkar and Sheela Ramtekkar,Dipendra Jagan Ramtekkar,441204,,New Project,06/30/2027,,,Plots,16791.0,3153.15,16791.0,08/03/2020,,,,,26.0,2091.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500025950,ROYAL DREAM CITY - WING A,SHRINIWASA BUILDERS AND DEVELOPERS LLP,441501,,New Project,01/26/2025,,,Residential,3990.0,377.43,2713.55,02/02/2024,,,54.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,10.0,1.0,1.0,1.0
Nagpur,P50500026071,SHREE SHIVGAURI RESIDENCY,M/S SHRI KEDARESHWAR BUILDERS & DEVELOPERS,440036,"('21.106958423875835','79.022095571549970')",New Project,01/31/2023,,01/31/2025,Residential,4277.2,10336.71,5381.0,01/31/2024,,,199.0,114.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,0.0,1.0
Nagpur,P50500026076,RAMNAGAR TAKALGHAT,RAKESH TIDKE & ASHISH BOBADE,441122,,New Project,01/10/2026,,,Plots,5123.4,948.88,0.0,07/31/2020,,,,,8.0,852.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026077,JAMTHA LAYOUT,RAKESH TIDKE AND ANAND TOWAR,441122,,New Project,01/10/2026,,,Plots,3017.12,549.04,0.0,08/09/2020,,,,,3.0,421.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026128,OZEN GLORY,SURESHCHANDRA CHUNNILAL AGRAWAL,441110,,New Project,12/30/2025,,,Plots,9651.19,1967.17,9651.19,01/11/2023,,,,,13.0,954.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026010,radhe enclave,radhe builcon,440010,,New Project,06/25/2024,,,Others,394.7,0.0,789.4,01/20/2024,,,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0
Nagpur,P50500028483,UTTAM NAGARI,ANITA RAVINDRA KEWATKAR,441108,"('20.582910000000000','79.021880000000000')",New Project,06/30/2025,,,Plots,11560.0,1226.5,0.0,05/07/2023,,,,,14.0,938.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026187,KANCHAN NAGRI-3,SHUBH INFRATECH,441110,,New Project,06/30/2024,,,Plots,8436.48,1241.24,0.0,02/21/2024,,,,,14.0,1810.38,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026827,SDPL Om,SANDEEP DWELLERS PVT. LTD.,440008,,New Project,04/30/2026,,,Residential,3270.18,0.0,4537.64,01/13/2024,,,104.0,63.0,0.0,0.0,0.0,0.0,4.0,0.0,36.0,0.0,30.0,0.0
Nagpur,P50500026276,Hiwase Complex,Murlidhar  Hiwase,441122,,New Project,01/30/2026,,,Commercial,1300.0,0.0,1560.0,03/07/2024,,,140.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0
Nagpur,P50500026807,KRUSHNA KUNJ NAGARI,AMLESH RAMRAO DESHMUKH,441203,,New Project,06/30/2022,,,Plots,10000.0,1012.42,8988.05,08/14/2021,,,,,16.0,789.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026133,KRISHNUM NAGARI-IV,Alliance Hariom Infrastructure,441108,,New Project,02/28/2026,,,Plots,6360.98,3529.02,0.0,02/01/2024,,,,,11.0,553.9,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026271,Sant Gajanan Nagari,"Habib Rahim Baig , Vikas Sajramani and 2 others",441107,"('21.383126577810630','78.921977505557250')",New Project,09/30/2023,,,Plots,6517.49,944.57,0.0,05/25/2022,,,,,16.0,844.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027741,Diamondleaf,Luxora Infrastructure Private Limited,440034,,New Project,06/30/2024,,,Residential,2246.27,0.0,3562.38,03/21/2024,,,93.0,54.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,93.0,0.0
Nagpur,P50500026260,WAINGANGA NAGARI,RAJU VARLUJI DHAGE,441122,,New Project,02/15/2026,,,Plots,5954.86,1195.79,0.0,08/26/2020,,,,,10.0,1377.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026376,DURVANG RESIDENCY-5,PANKAJ RAMKRISHNA KOLHE,440036,,New Project,03/30/2027,,,Residential,720.0,0.0,934.0,09/10/2020,,,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500026223,DERA GREENS 1,VIJAY KIMATRAI RAMANI,441501,,New Project,12/30/2025,,,Plots,17977.91,3126.79,0.0,03/22/2022,,,,,15.0,2318.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026343,NIRMAL SHRISHTI - I,ROHAN VINAYAKRAO RAROKAR,441110,,New Project,06/30/2023,,,Plots,8500.0,814.23,0.0,05/28/2023,,,,,3.0,1044.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500029097,Rajendra Nagar,Sanjay Bansilal Paliwal and Others,441105,,New Project,12/31/2026,,,Plots,38054.52,7365.41,0.0,02/09/2024,,,,,52.0,4738.68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026615,RIAAN TOWERS,ACTIVE INFRASTRUCTURES PRIVATE LIMITED,440001,"('21.164100000000000','79.082146451806620')",New Project,06/30/2026,,,Commercial,5290.78,0.0,18887.26,09/26/2023,,,101.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,12.0,1.0,41.0,119.0
Nagpur,P50500028101,NIRMAL SHRISHTI - II,ROHAN VINAYAKRAO RAROKAR,441108,,New Project,06/30/2023,,,Plots,20200.0,2025.21,0.0,05/28/2023,,,,,14.0,1187.63,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026488,Sai Shrushti,Bhoomi Creation,440036,"('21.111746562536926','79.024429455566420')",New Project,09/30/2024,,,Residential,1102.3,0.0,1708.14,03/08/2024,,,38.0,35.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,24.0,84.0
Nagpur,P50500026282,CANAL FRONT,SHIVAJI GROUP,440023,,New Project,02/28/2025,,,Plots,8500.0,243171.0,0.0,08/29/2020,,,,,11.0,1175.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026351,BRISBANE CITY,4 PILLARS REALTY GROUP,441108,,New Project,09/01/2026,,,Plots,34082.92,17144.58,0.0,08/31/2020,,,,,19.0,2488.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026391,Vinayak Classic,Purushottam Narayan Bhange,440022,"('21.718700000000000','79.655800000000000')",New Project,03/31/2021,,,Residential,487.64,0.0,479.58,09/15/2020,,,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,9.0,1.0
Nagpur,P50500026491,GULMOHOR NIWAS,NAGPUR INFRASTRUCTURES,440036,,New Project,03/30/2023,,,Residential,398.44,0.0,100.0,03/02/2022,,,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0
Nagpur,P50500030467,METRO HOMES,LISHA YOGESH GANGWANI,441204,,New Project,01/31/2025,,,Plots,71950.49,13332.5,71950.49,10/28/2020,,,,,100.0,5805.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027900,DND HEIGHTS,DND INFRASTRUCTURE,441110,,New Project,06/30/2023,,,Others,806.02,0.0,1160.67,12/17/2020,,,32.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,1.0
Nagpur,P50500026360,MAHALAXMI NAGAR 14,AARYA PLANNERS AND BUILDERS,440037,,New Project,03/09/2024,,,Plots,6595.0,1150.0,0.0,02/02/2023,,,,,7.0,816.25,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500027062,Aashray Township,Veeplus Arcades Private Limited,441203,,New Project,09/30/2022,,09/30/2026,Mixed (Plots & Buildings),10100.0,918.44,7396.23,09/09/2020,,,33.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,54.0,2.0,36.0,2.0
Nagpur,P50500026665,AKASH VIHAR,AKASH VIHAR,441108,,New Project,07/01/2024,,,Plots,6721.0,673.0,7389.0,01/19/2024,,,,,2.0,841.6299999999999,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026604,SHOBHA SHIVMADKA,SHOBHA INFRASTRUCTURES,441122,,New Project,09/30/2023,,,Plots,17643.0,2805.0,0.0,05/06/2022,,,,,14.0,17643.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nagpur,P50500026440,SDPL Paradise - III,SANDEEP DWELLERS PVT. LTD.,440023,,New Project,03/30/2026,,,Residential,1544.0,0.0,795.0,01/13/2024,,,48.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,0.0,28.0,20.0
